,gene_name,dataset
4208,Gm43101,old_10X_cruk_changed_buffer
4209,Kdr,old_10X_cruk_changed_buffer
4210,Srd5a3,old_10X_cruk_changed_buffer
4211,Tmem165,old_10X_cruk_changed_buffer
4212,Clock,old_10X_cruk_changed_buffer
4213,Gm7467,old_10X_cruk_changed_buffer
4214,Exoc1,old_10X_cruk_changed_buffer
4215,Cep135,old_10X_cruk_changed_buffer
4216,Aasdh,old_10X_cruk_changed_buffer
4217,Ppat,old_10X_cruk_changed_buffer
4218,Paics,old_10X_cruk_changed_buffer
4219,Srp72,old_10X_cruk_changed_buffer
4220,Arl9,old_10X_cruk_changed_buffer
4221,Hopx,old_10X_cruk_changed_buffer
4222,Hopxos,old_10X_cruk_changed_buffer
4223,Chaer1,old_10X_cruk_changed_buffer
4224,Rest,old_10X_cruk_changed_buffer
4225,Noa1,old_10X_cruk_changed_buffer
4226,Polr2b,old_10X_cruk_changed_buffer
4227,Igfbp7,old_10X_cruk_changed_buffer
4228,Epha5,old_10X_cruk_changed_buffer
4229,Gm43532,old_10X_cruk_changed_buffer
4230,Cenpc1,old_10X_cruk_changed_buffer
4231,Stap1,old_10X_cruk_changed_buffer
4232,Uba6,old_10X_cruk_changed_buffer
4233,Gm16579,old_10X_cruk_changed_buffer
4234,Ythdc1,old_10X_cruk_changed_buffer
4235,Ugt2b34,old_10X_cruk_changed_buffer
4236,Ugt2b1,old_10X_cruk_changed_buffer
4237,Ugt2b35,old_10X_cruk_changed_buffer
4238,Ugt2b36,old_10X_cruk_changed_buffer
4239,Ugt2b5,old_10X_cruk_changed_buffer
4240,Ugt2b37,old_10X_cruk_changed_buffer
4241,Ugt2a3,old_10X_cruk_changed_buffer
4242,Ugt2b38,old_10X_cruk_changed_buffer
4243,Sult1b1,old_10X_cruk_changed_buffer
4244,Sult1d1,old_10X_cruk_changed_buffer
4245,Jchain,old_10X_cruk_changed_buffer
4246,Utp3,old_10X_cruk_changed_buffer
4247,Rufy3,old_10X_cruk_changed_buffer
4248,Grsf1,old_10X_cruk_changed_buffer
4249,Mob1b,old_10X_cruk_changed_buffer
4250,Dck,old_10X_cruk_changed_buffer
4251,Slc4a4,old_10X_cruk_changed_buffer
4252,Gc,old_10X_cruk_changed_buffer
4253,Cox18,old_10X_cruk_changed_buffer
4254,Ankrd17,old_10X_cruk_changed_buffer
4255,Gm9958,old_10X_cruk_changed_buffer
4256,Alb,old_10X_cruk_changed_buffer
4257,Afp,old_10X_cruk_changed_buffer
4258,Gm43449,old_10X_cruk_changed_buffer
4259,Afm,old_10X_cruk_changed_buffer
4260,Gm42109,old_10X_cruk_changed_buffer
4261,Albfm1,old_10X_cruk_changed_buffer
4262,Rassf6,old_10X_cruk_changed_buffer
4263,Cxcl1,old_10X_cruk_changed_buffer
4264,Cxcl2,old_10X_cruk_changed_buffer
4265,Mthfd2l,old_10X_cruk_changed_buffer
4266,Gm19619,old_10X_cruk_changed_buffer
4267,Btc,old_10X_cruk_changed_buffer
4268,Rchy1,old_10X_cruk_changed_buffer
4269,Cdkl2,old_10X_cruk_changed_buffer
4270,G3bp2,old_10X_cruk_changed_buffer
4271,Uso1,old_10X_cruk_changed_buffer
4272,Ppef2,old_10X_cruk_changed_buffer
4273,Naaa,old_10X_cruk_changed_buffer
4274,Sdad1,old_10X_cruk_changed_buffer
4275,Cxcl9,old_10X_cruk_changed_buffer
4276,Art3,old_10X_cruk_changed_buffer
4277,Cxcl10,old_10X_cruk_changed_buffer
4278,Nup54,old_10X_cruk_changed_buffer
4279,Scarb2,old_10X_cruk_changed_buffer
4280,Fam47e,old_10X_cruk_changed_buffer
4281,Stbd1,old_10X_cruk_changed_buffer
4282,Ccdc158,old_10X_cruk_changed_buffer
4283,Shroom3,old_10X_cruk_changed_buffer
4284,Sowahb,old_10X_cruk_changed_buffer
4285,Sept11,old_10X_cruk_changed_buffer
4286,Ccni,old_10X_cruk_changed_buffer
4287,2010109A12Rik,old_10X_cruk_changed_buffer
4288,Ccng2,old_10X_cruk_changed_buffer
4289,Cnot6l,old_10X_cruk_changed_buffer
4290,Mrpl1,old_10X_cruk_changed_buffer
4291,Fras1,old_10X_cruk_changed_buffer
4292,Gm42604,old_10X_cruk_changed_buffer
4293,Anxa3,old_10X_cruk_changed_buffer
4294,Gm9484,old_10X_cruk_changed_buffer
4295,Bmp2k,old_10X_cruk_changed_buffer
4296,Paqr3,old_10X_cruk_changed_buffer
4297,Antxr2,old_10X_cruk_changed_buffer
4298,Prkg2,old_10X_cruk_changed_buffer
4299,Rasgef1b,old_10X_cruk_changed_buffer
4300,Hnrnpd,old_10X_cruk_changed_buffer
4301,Gm17092,old_10X_cruk_changed_buffer
4302,Hnrnpdl,old_10X_cruk_changed_buffer
4303,Enoph1,old_10X_cruk_changed_buffer
4304,Sec31a,old_10X_cruk_changed_buffer
4305,5430416N02Rik,old_10X_cruk_changed_buffer
4306,Lin54,old_10X_cruk_changed_buffer
4307,Cops4,old_10X_cruk_changed_buffer
4308,Plac8,old_10X_cruk_changed_buffer
4309,Coq2,old_10X_cruk_changed_buffer
4310,Hpse,old_10X_cruk_changed_buffer
4311,Helq,old_10X_cruk_changed_buffer
4312,Mrps18c,old_10X_cruk_changed_buffer
4313,Abraxas1,old_10X_cruk_changed_buffer
4314,Gm43514,old_10X_cruk_changed_buffer
4315,Gpat3,old_10X_cruk_changed_buffer
4316,9430085M18Rik,old_10X_cruk_changed_buffer
4317,Wdfy3,old_10X_cruk_changed_buffer
4318,Arhgap24,old_10X_cruk_changed_buffer
4319,Ptpn13,old_10X_cruk_changed_buffer
4320,Aff1,old_10X_cruk_changed_buffer
4321,Klhl8,old_10X_cruk_changed_buffer
4322,Hsd17b13,old_10X_cruk_changed_buffer
4323,Hsd17b11,old_10X_cruk_changed_buffer
4324,Nudt9,old_10X_cruk_changed_buffer
4325,Sparcl1,old_10X_cruk_changed_buffer
4326,Spp1,old_10X_cruk_changed_buffer
4327,Pkd2,old_10X_cruk_changed_buffer
4328,BC005561,old_10X_cruk_changed_buffer
4329,D930016D06Rik,old_10X_cruk_changed_buffer
4330,Zfp951,old_10X_cruk_changed_buffer
4331,Abcg3,old_10X_cruk_changed_buffer
4332,Gbp8,old_10X_cruk_changed_buffer
4333,Gbp9,old_10X_cruk_changed_buffer
4334,Gbp4,old_10X_cruk_changed_buffer
4335,Gbp10,old_10X_cruk_changed_buffer
4336,Gbp6,old_10X_cruk_changed_buffer
4337,Lrrc8c,old_10X_cruk_changed_buffer
4338,Lrrc8d,old_10X_cruk_changed_buffer
4339,Zfp326,old_10X_cruk_changed_buffer
4340,Gm28050,old_10X_cruk_changed_buffer
4341,Zfp644,old_10X_cruk_changed_buffer
4342,Cdc7,old_10X_cruk_changed_buffer
4343,Tgfbr3,old_10X_cruk_changed_buffer
4344,Brdt,old_10X_cruk_changed_buffer
4345,Btbd8,old_10X_cruk_changed_buffer
4346,1700028K03Rik,old_10X_cruk_changed_buffer
4347,Glmn,old_10X_cruk_changed_buffer
4348,Rpap2,old_10X_cruk_changed_buffer
4349,Gfi1,old_10X_cruk_changed_buffer
4350,Evi5,old_10X_cruk_changed_buffer
4351,Rpl5,old_10X_cruk_changed_buffer
4352,Dipk1a,old_10X_cruk_changed_buffer
4353,Mtf2,old_10X_cruk_changed_buffer
4354,Tmed5,old_10X_cruk_changed_buffer
4355,Ccdc18,old_10X_cruk_changed_buffer
4356,Dr1,old_10X_cruk_changed_buffer
4357,Pigg,old_10X_cruk_changed_buffer
4358,9330198I05Rik,old_10X_cruk_changed_buffer
4359,Atp5k,old_10X_cruk_changed_buffer
4360,Mfsd7a,old_10X_cruk_changed_buffer
4361,Pcgf3,old_10X_cruk_changed_buffer
4362,Gak,old_10X_cruk_changed_buffer
4363,Tmem175,old_10X_cruk_changed_buffer
4364,Dgkq,old_10X_cruk_changed_buffer
4365,Idua,old_10X_cruk_changed_buffer
4366,Slc26a1,old_10X_cruk_changed_buffer
4367,Fgfrl1,old_10X_cruk_changed_buffer
4368,Vmn2r10,old_10X_cruk_changed_buffer
4369,Vmn2r17,old_10X_cruk_changed_buffer
4370,Crlf2,old_10X_cruk_changed_buffer
4371,5430403G16Rik,old_10X_cruk_changed_buffer
4372,4930522L14Rik,old_10X_cruk_changed_buffer
4373,A430073D23Rik,old_10X_cruk_changed_buffer
4374,Gm15446,old_10X_cruk_changed_buffer
4375,1010001B22Rik,old_10X_cruk_changed_buffer
4376,Zfp932,old_10X_cruk_changed_buffer
4377,Gm17655,old_10X_cruk_changed_buffer
4378,Gm35315,old_10X_cruk_changed_buffer
4379,Plcxd1,old_10X_cruk_changed_buffer
4380,Gtpbp6,old_10X_cruk_changed_buffer
4381,Zfp605,old_10X_cruk_changed_buffer
4382,Chfr,old_10X_cruk_changed_buffer
4383,Gm43136,old_10X_cruk_changed_buffer
4384,Gm15787,old_10X_cruk_changed_buffer
4385,Golga3,old_10X_cruk_changed_buffer
4386,Gm43138,old_10X_cruk_changed_buffer
4387,Gm43137,old_10X_cruk_changed_buffer
4388,Ankle2,old_10X_cruk_changed_buffer
4389,Pgam5,old_10X_cruk_changed_buffer
4390,Pxmp2,old_10X_cruk_changed_buffer
4391,Pole,old_10X_cruk_changed_buffer
4392,Fbrsl1,old_10X_cruk_changed_buffer
4393,Noc4l,old_10X_cruk_changed_buffer
4394,Ddx51,old_10X_cruk_changed_buffer
4395,Gm42595,old_10X_cruk_changed_buffer
4396,Ep400,old_10X_cruk_changed_buffer
4397,Gm15559,old_10X_cruk_changed_buffer
4398,Pus1,old_10X_cruk_changed_buffer
4399,Ulk1,old_10X_cruk_changed_buffer
4400,Hscb,old_10X_cruk_changed_buffer
4401,Chek2,old_10X_cruk_changed_buffer
4402,Ttc28,old_10X_cruk_changed_buffer
4403,Pitpnb,old_10X_cruk_changed_buffer
4404,Mn1,old_10X_cruk_changed_buffer
4405,Cryba4,old_10X_cruk_changed_buffer
4406,Tpst2,old_10X_cruk_changed_buffer
4407,Tfip11,old_10X_cruk_changed_buffer
4408,Srrd,old_10X_cruk_changed_buffer
4409,Hps4,old_10X_cruk_changed_buffer
4410,Grk3,old_10X_cruk_changed_buffer
4411,Crybb3,old_10X_cruk_changed_buffer
4412,2900026A02Rik,old_10X_cruk_changed_buffer
4413,Sgsm1,old_10X_cruk_changed_buffer
4414,Ficd,old_10X_cruk_changed_buffer
4415,Sart3,old_10X_cruk_changed_buffer
4416,Iscu,old_10X_cruk_changed_buffer
4417,Selplg,old_10X_cruk_changed_buffer
4418,Coro1c,old_10X_cruk_changed_buffer
4419,Ssh1,old_10X_cruk_changed_buffer
4420,Dao,old_10X_cruk_changed_buffer
4421,Usp30,old_10X_cruk_changed_buffer
4422,Alkbh2,old_10X_cruk_changed_buffer
4423,Ung,old_10X_cruk_changed_buffer
4424,Acacb,old_10X_cruk_changed_buffer
4425,Kctd10,old_10X_cruk_changed_buffer
4426,Ube3b,old_10X_cruk_changed_buffer
4427,Mmab,old_10X_cruk_changed_buffer
4428,Mvk,old_10X_cruk_changed_buffer
4429,Fam222a,old_10X_cruk_changed_buffer
4430,Trpv4,old_10X_cruk_changed_buffer
4431,Gltp,old_10X_cruk_changed_buffer
4432,Tchp,old_10X_cruk_changed_buffer
4433,Git2,old_10X_cruk_changed_buffer
4434,4930515G01Rik,old_10X_cruk_changed_buffer
4435,Ankrd13a,old_10X_cruk_changed_buffer
4436,1500011B03Rik,old_10X_cruk_changed_buffer
4437,Oasl2,old_10X_cruk_changed_buffer
4438,Gm13822,old_10X_cruk_changed_buffer
4439,Oasl1,old_10X_cruk_changed_buffer
4440,2210016L21Rik,old_10X_cruk_changed_buffer
4441,Hnf1a,old_10X_cruk_changed_buffer
4442,Hnf1aos1,old_10X_cruk_changed_buffer
4443,Sppl3,old_10X_cruk_changed_buffer
4444,Acads,old_10X_cruk_changed_buffer
4445,Unc119b,old_10X_cruk_changed_buffer
4446,Mlec,old_10X_cruk_changed_buffer
4447,Pop5,old_10X_cruk_changed_buffer
4448,Rnf10,old_10X_cruk_changed_buffer
4449,Coq5,old_10X_cruk_changed_buffer
4450,Dynll1,old_10X_cruk_changed_buffer
4451,Srsf9,old_10X_cruk_changed_buffer
4452,Gatc,old_10X_cruk_changed_buffer
4453,Triap1,old_10X_cruk_changed_buffer
4454,Cox6a1,old_10X_cruk_changed_buffer
4455,Gm42903,old_10X_cruk_changed_buffer
4456,Msi1,old_10X_cruk_changed_buffer
4457,Sirt4,old_10X_cruk_changed_buffer
4458,Pxn,old_10X_cruk_changed_buffer
4459,Gm13840,old_10X_cruk_changed_buffer
4460,Rplp0,old_10X_cruk_changed_buffer
4461,Gcn1,old_10X_cruk_changed_buffer
4462,1110006O24Rik,old_10X_cruk_changed_buffer
4463,Rab35,old_10X_cruk_changed_buffer
4464,Bicdl1,old_10X_cruk_changed_buffer
4465,Cit,old_10X_cruk_changed_buffer
4466,Gm14508,old_10X_cruk_changed_buffer
4467,Prkab1,old_10X_cruk_changed_buffer
4468,Gm13842,old_10X_cruk_changed_buffer
4469,Ccdc60,old_10X_cruk_changed_buffer
4470,Hspb8,old_10X_cruk_changed_buffer
4471,Srrm4os,old_10X_cruk_changed_buffer
4472,Srrm4,old_10X_cruk_changed_buffer
4473,Suds3,old_10X_cruk_changed_buffer
4474,9530046B11Rik,old_10X_cruk_changed_buffer
4475,Taok3,old_10X_cruk_changed_buffer
4476,Pebp1,old_10X_cruk_changed_buffer
4477,BC051077,old_10X_cruk_changed_buffer
4478,Vsig10,old_10X_cruk_changed_buffer
4479,Wsb2,old_10X_cruk_changed_buffer
4480,Rfc5,old_10X_cruk_changed_buffer
4481,Gm15728,old_10X_cruk_changed_buffer
4482,Fbxo21,old_10X_cruk_changed_buffer
4483,Fbxw8,old_10X_cruk_changed_buffer
4484,Gm9754,old_10X_cruk_changed_buffer
4485,Hrk,old_10X_cruk_changed_buffer
4486,2410131K14Rik,old_10X_cruk_changed_buffer
4487,Med13l,old_10X_cruk_changed_buffer
4488,Tbx3os1,old_10X_cruk_changed_buffer
4489,Gm16063,old_10X_cruk_changed_buffer
4490,Tbx3,old_10X_cruk_changed_buffer
4491,Tbx3os2,old_10X_cruk_changed_buffer
4492,Rbm19,old_10X_cruk_changed_buffer
4493,Lhx5,old_10X_cruk_changed_buffer
4494,Sdsl,old_10X_cruk_changed_buffer
4495,Sds,old_10X_cruk_changed_buffer
4496,Gm15690,old_10X_cruk_changed_buffer
4497,Plbd2,old_10X_cruk_changed_buffer
4498,Slc8b1,old_10X_cruk_changed_buffer
4499,Tpcn1,old_10X_cruk_changed_buffer
4500,Rita1,old_10X_cruk_changed_buffer
4501,Ddx54,old_10X_cruk_changed_buffer
4502,Oas2,old_10X_cruk_changed_buffer
4503,Oas1c,old_10X_cruk_changed_buffer
4504,Oas1a,old_10X_cruk_changed_buffer
4505,Ptpn11,old_10X_cruk_changed_buffer
4506,Rpl6,old_10X_cruk_changed_buffer
4507,Hectd4,old_10X_cruk_changed_buffer
4508,Trafd1,old_10X_cruk_changed_buffer
4509,Gm42918,old_10X_cruk_changed_buffer
4510,Naa25,old_10X_cruk_changed_buffer
4511,Erp29,old_10X_cruk_changed_buffer
4512,Adam1a,old_10X_cruk_changed_buffer
4513,Mapkapk5,old_10X_cruk_changed_buffer
4514,Aldh2,old_10X_cruk_changed_buffer
4515,Acad12,old_10X_cruk_changed_buffer
4516,Acad10,old_10X_cruk_changed_buffer
4517,Brap,old_10X_cruk_changed_buffer
4518,Atxn2,old_10X_cruk_changed_buffer
4519,Gm16552,old_10X_cruk_changed_buffer
4520,Sh2b3,old_10X_cruk_changed_buffer
4521,Pheta1,old_10X_cruk_changed_buffer
4522,Cux2,old_10X_cruk_changed_buffer
4523,Myl2,old_10X_cruk_changed_buffer
4524,Ccdc63,old_10X_cruk_changed_buffer
4525,Ppp1cc,old_10X_cruk_changed_buffer
4526,Hvcn1,old_10X_cruk_changed_buffer
4527,Tctn1,old_10X_cruk_changed_buffer
4528,Pptc7,old_10X_cruk_changed_buffer
4529,Rad9b,old_10X_cruk_changed_buffer
4530,Vps29,old_10X_cruk_changed_buffer
4531,Fam216a,old_10X_cruk_changed_buffer
4532,Gpn3,old_10X_cruk_changed_buffer
4533,Arpc3,old_10X_cruk_changed_buffer
4534,Anapc7,old_10X_cruk_changed_buffer
4535,Atp2a2,old_10X_cruk_changed_buffer
4536,Ift81,old_10X_cruk_changed_buffer
4537,P2rx7,old_10X_cruk_changed_buffer
4538,P2rx4,old_10X_cruk_changed_buffer
4539,Camkk2,old_10X_cruk_changed_buffer
4540,Anapc5,old_10X_cruk_changed_buffer
4541,Rnf34,old_10X_cruk_changed_buffer
4542,Kdm2b,old_10X_cruk_changed_buffer
4543,A930024E05Rik,old_10X_cruk_changed_buffer
4544,Orai1,old_10X_cruk_changed_buffer
4545,Tmem120b,old_10X_cruk_changed_buffer
4546,AI480526,old_10X_cruk_changed_buffer
4547,Gm38102,old_10X_cruk_changed_buffer
4548,4932422M17Rik,old_10X_cruk_changed_buffer
4549,Setd1b,old_10X_cruk_changed_buffer
4550,Psmd9,old_10X_cruk_changed_buffer
4551,Hpd,old_10X_cruk_changed_buffer
4552,Gm43409,old_10X_cruk_changed_buffer
4553,Wdr66,old_10X_cruk_changed_buffer
4554,Gm15860,old_10X_cruk_changed_buffer
4555,Bcl7a,old_10X_cruk_changed_buffer
4556,5830487J09Rik,old_10X_cruk_changed_buffer
4557,Mlxip,old_10X_cruk_changed_buffer
4558,Gm43813,old_10X_cruk_changed_buffer
4559,Diablo,old_10X_cruk_changed_buffer
4560,Vps33a,old_10X_cruk_changed_buffer
4561,Clip1,old_10X_cruk_changed_buffer
4562,Zcchc8,old_10X_cruk_changed_buffer
4563,Rsrc2,old_10X_cruk_changed_buffer
4564,Hcar2,old_10X_cruk_changed_buffer
4565,Denr,old_10X_cruk_changed_buffer
4566,Ccdc62,old_10X_cruk_changed_buffer
4567,Hip1r,old_10X_cruk_changed_buffer
4568,Vps37b,old_10X_cruk_changed_buffer
4569,Abcb9,old_10X_cruk_changed_buffer
4570,Gm16001,old_10X_cruk_changed_buffer
4571,Ogfod2,old_10X_cruk_changed_buffer
4572,Arl6ip4,old_10X_cruk_changed_buffer
4573,Pitpnm2,old_10X_cruk_changed_buffer
4574,Pitpnm2os1,old_10X_cruk_changed_buffer
4575,Mphosph9,old_10X_cruk_changed_buffer
4576,2810006K23Rik,old_10X_cruk_changed_buffer
4577,Cdk2ap1,old_10X_cruk_changed_buffer
4578,Sbno1,old_10X_cruk_changed_buffer
4579,Kmt5a,old_10X_cruk_changed_buffer
4580,Rilpl2,old_10X_cruk_changed_buffer
4581,Snrnp35,old_10X_cruk_changed_buffer
4582,Rilpl1,old_10X_cruk_changed_buffer
4583,Tmed2,old_10X_cruk_changed_buffer
4584,Ddx55,old_10X_cruk_changed_buffer
4585,Eif2b1,old_10X_cruk_changed_buffer
4586,Gtf2h3,old_10X_cruk_changed_buffer
4587,Tctn2,old_10X_cruk_changed_buffer
4588,Atp6v0a2,old_10X_cruk_changed_buffer
4589,Zfp664,old_10X_cruk_changed_buffer
4590,Rflna,old_10X_cruk_changed_buffer
4591,Ncor2,old_10X_cruk_changed_buffer
4592,Scarb1,old_10X_cruk_changed_buffer
4593,Ubc,old_10X_cruk_changed_buffer
4594,Gm10382,old_10X_cruk_changed_buffer
4595,Dhx37,old_10X_cruk_changed_buffer
4596,Bri3bp,old_10X_cruk_changed_buffer
4597,Aacs,old_10X_cruk_changed_buffer
4598,Slc15a4,old_10X_cruk_changed_buffer
4599,Glt1d1,old_10X_cruk_changed_buffer
4600,Stx2,old_10X_cruk_changed_buffer
4601,Ran,old_10X_cruk_changed_buffer
4602,Adgrd1,old_10X_cruk_changed_buffer
4603,Sfswap,old_10X_cruk_changed_buffer
4604,Mmp17,old_10X_cruk_changed_buffer
4605,Zfp11,old_10X_cruk_changed_buffer
4606,Mrps17,old_10X_cruk_changed_buffer
4607,Nipsnap2,old_10X_cruk_changed_buffer
4608,Gm15903,old_10X_cruk_changed_buffer
4609,Psph,old_10X_cruk_changed_buffer
4610,Cct6a,old_10X_cruk_changed_buffer
4611,Sumf2,old_10X_cruk_changed_buffer
4612,Phkg1,old_10X_cruk_changed_buffer
4613,Chchd2,old_10X_cruk_changed_buffer
4614,Zbed5,old_10X_cruk_changed_buffer
4615,Nupr1l,old_10X_cruk_changed_buffer
4616,Vkorc1l1,old_10X_cruk_changed_buffer
4617,Gusb,old_10X_cruk_changed_buffer
4618,Asl,old_10X_cruk_changed_buffer
4619,Crcp,old_10X_cruk_changed_buffer
4620,Tpst1,old_10X_cruk_changed_buffer
4621,Kctd7,old_10X_cruk_changed_buffer
4622,Rabgef1,old_10X_cruk_changed_buffer
4623,Tmem248,old_10X_cruk_changed_buffer
4624,Gm6598,old_10X_cruk_changed_buffer
4625,Sbds,old_10X_cruk_changed_buffer
4626,Tyw1,old_10X_cruk_changed_buffer
4627,Caln1,old_10X_cruk_changed_buffer
4628,Galnt17,old_10X_cruk_changed_buffer
4629,Auts2,old_10X_cruk_changed_buffer
4630,Gm15627,old_10X_cruk_changed_buffer
4631,Castor2,old_10X_cruk_changed_buffer
4632,Rcc1l,old_10X_cruk_changed_buffer
4633,Gtf2ird2,old_10X_cruk_changed_buffer
4634,Ncf1,old_10X_cruk_changed_buffer
4635,Gtf2i,old_10X_cruk_changed_buffer
4636,Gm43480,old_10X_cruk_changed_buffer
4637,Gtf2ird1,old_10X_cruk_changed_buffer
4638,Clip2,old_10X_cruk_changed_buffer
4639,Rfc2,old_10X_cruk_changed_buffer
4640,Lat2,old_10X_cruk_changed_buffer
4641,Eif4h,old_10X_cruk_changed_buffer
4642,Limk1,old_10X_cruk_changed_buffer
4643,Eln,old_10X_cruk_changed_buffer
4644,Mettl27,old_10X_cruk_changed_buffer
4645,Cldn3,old_10X_cruk_changed_buffer
4646,Abhd11,old_10X_cruk_changed_buffer
4647,Stx1a,old_10X_cruk_changed_buffer
4648,Bud23,old_10X_cruk_changed_buffer
4649,Dnajc30,old_10X_cruk_changed_buffer
4650,Vps37d,old_10X_cruk_changed_buffer
4651,Mlxipl,old_10X_cruk_changed_buffer
4652,Tbl2,old_10X_cruk_changed_buffer
4653,Bcl7b,old_10X_cruk_changed_buffer
4654,Baz1b,old_10X_cruk_changed_buffer
4655,Nsun5,old_10X_cruk_changed_buffer
4656,Pom121,old_10X_cruk_changed_buffer
4657,Hip1,old_10X_cruk_changed_buffer
4658,Ccl24,old_10X_cruk_changed_buffer
4659,Rhbdd2,old_10X_cruk_changed_buffer
4660,Por,old_10X_cruk_changed_buffer
4661,Tmem120a,old_10X_cruk_changed_buffer
4662,Mdh2,old_10X_cruk_changed_buffer
4663,Srrm3,old_10X_cruk_changed_buffer
4664,Srrm3os,old_10X_cruk_changed_buffer
4665,Hspb1,old_10X_cruk_changed_buffer
4666,Ywhag,old_10X_cruk_changed_buffer
4667,Ssc4d,old_10X_cruk_changed_buffer
4668,Dtx2,old_10X_cruk_changed_buffer
4669,Upk3b,old_10X_cruk_changed_buffer
4670,Rasa4,old_10X_cruk_changed_buffer
4671,Polr2j,old_10X_cruk_changed_buffer
4672,Gm43604,old_10X_cruk_changed_buffer
4673,Lrwd1,old_10X_cruk_changed_buffer
4674,Alkbh4,old_10X_cruk_changed_buffer
4675,Orai2,old_10X_cruk_changed_buffer
4676,Prkrip1,old_10X_cruk_changed_buffer
4677,Sh2b2,old_10X_cruk_changed_buffer
4678,Cux1,old_10X_cruk_changed_buffer
4679,Col26a1,old_10X_cruk_changed_buffer
4680,Ift22,old_10X_cruk_changed_buffer
4681,4933404O12Rik,old_10X_cruk_changed_buffer
4682,Fis1,old_10X_cruk_changed_buffer
4683,Cldn15,old_10X_cruk_changed_buffer
4684,Znhit1,old_10X_cruk_changed_buffer
4685,Plod3,old_10X_cruk_changed_buffer
4686,Ap1s1,old_10X_cruk_changed_buffer
4687,Serpine1,old_10X_cruk_changed_buffer
4688,Trim56,old_10X_cruk_changed_buffer
4689,Ache,old_10X_cruk_changed_buffer
4690,Ufsp1,old_10X_cruk_changed_buffer
4691,Srrt,old_10X_cruk_changed_buffer
4692,Trip6,old_10X_cruk_changed_buffer
4693,Slc12a9,old_10X_cruk_changed_buffer
4694,Ephb4,old_10X_cruk_changed_buffer
4695,Zan,old_10X_cruk_changed_buffer
4696,Pop7,old_10X_cruk_changed_buffer
4697,9130604C24Rik,old_10X_cruk_changed_buffer
4698,Gigyf1,old_10X_cruk_changed_buffer
4699,Gnb2,old_10X_cruk_changed_buffer
4700,Actl6b,old_10X_cruk_changed_buffer
4701,Tfr2,old_10X_cruk_changed_buffer
4702,Mospd3,old_10X_cruk_changed_buffer
4703,Pcolce,old_10X_cruk_changed_buffer
4704,Gm36266,old_10X_cruk_changed_buffer
4705,Lrch4,old_10X_cruk_changed_buffer
4706,Sap25,old_10X_cruk_changed_buffer
4707,Agfg2,old_10X_cruk_changed_buffer
4708,Nyap1,old_10X_cruk_changed_buffer
4709,Tsc22d4,old_10X_cruk_changed_buffer
4710,Ppp1r35,old_10X_cruk_changed_buffer
4711,Mepce,old_10X_cruk_changed_buffer
4712,Zcwpw1,old_10X_cruk_changed_buffer
4713,Pilra,old_10X_cruk_changed_buffer
4714,Pilrb1,old_10X_cruk_changed_buffer
4715,Pilrb2,old_10X_cruk_changed_buffer
4716,Cyp3a13,old_10X_cruk_changed_buffer
4717,Gjc3,old_10X_cruk_changed_buffer
4718,Azgp1,old_10X_cruk_changed_buffer
4719,Zkscan1,old_10X_cruk_changed_buffer
4720,Zscan21,old_10X_cruk_changed_buffer
4721,Zfp113,old_10X_cruk_changed_buffer
4722,Cops6,old_10X_cruk_changed_buffer
4723,Mcm7,old_10X_cruk_changed_buffer
4724,Ap4m1,old_10X_cruk_changed_buffer
4725,Taf6,old_10X_cruk_changed_buffer
4726,Cnpy4,old_10X_cruk_changed_buffer
4727,Mblac1,old_10X_cruk_changed_buffer
4728,Nxpe5,old_10X_cruk_changed_buffer
4729,Lamtor4,old_10X_cruk_changed_buffer
4730,Map11,old_10X_cruk_changed_buffer
4731,6330418K02Rik,old_10X_cruk_changed_buffer
4732,Zfp157,old_10X_cruk_changed_buffer
4733,Zfp68,old_10X_cruk_changed_buffer
4734,A430033K04Rik,old_10X_cruk_changed_buffer
4735,Fam20c,old_10X_cruk_changed_buffer
4736,Pdgfa,old_10X_cruk_changed_buffer
4737,6330403L08Rik,old_10X_cruk_changed_buffer
4738,Dnaaf5,old_10X_cruk_changed_buffer
4739,Sun1,old_10X_cruk_changed_buffer
4740,Get4,old_10X_cruk_changed_buffer
4741,Adap1,old_10X_cruk_changed_buffer
4742,Cox19,old_10X_cruk_changed_buffer
4743,3110082I17Rik,old_10X_cruk_changed_buffer
4744,Gpr146,old_10X_cruk_changed_buffer
4745,Gper1,old_10X_cruk_changed_buffer
4746,Zfand2a,old_10X_cruk_changed_buffer
4747,Micall2,old_10X_cruk_changed_buffer
4748,Ints1,old_10X_cruk_changed_buffer
4749,Mafk,old_10X_cruk_changed_buffer
4750,Tmem184a,old_10X_cruk_changed_buffer
4751,Psmg3,old_10X_cruk_changed_buffer
4752,Mad1l1,old_10X_cruk_changed_buffer
4753,Gm16121,old_10X_cruk_changed_buffer
4754,Nudt1,old_10X_cruk_changed_buffer
4755,Mrm2,old_10X_cruk_changed_buffer
4756,Snx8,old_10X_cruk_changed_buffer
4757,Eif3b,old_10X_cruk_changed_buffer
4758,Chst12,old_10X_cruk_changed_buffer
4759,Lfng,old_10X_cruk_changed_buffer
4760,Ttyh3,old_10X_cruk_changed_buffer
4761,Iqce,old_10X_cruk_changed_buffer
4762,Brat1,old_10X_cruk_changed_buffer
4763,Amz1,old_10X_cruk_changed_buffer
