,gene_name,dataset
3774,Timm10,snRNAseq2_old_buffer
3775,Ube2l6,snRNAseq2_old_buffer
3776,Clp1,snRNAseq2_old_buffer
3777,Med19,snRNAseq2_old_buffer
3778,Tfpi,snRNAseq2_old_buffer
3779,Fastkd1,snRNAseq2_old_buffer
3780,Itgav,snRNAseq2_old_buffer
3781,Phospho2,snRNAseq2_old_buffer
3782,Zc3h15,snRNAseq2_old_buffer
3783,Mtx2,snRNAseq2_old_buffer
3784,Ola1,snRNAseq2_old_buffer
3785,Sp3,snRNAseq2_old_buffer
3786,Kif18a,snRNAseq2_old_buffer
3787,Arl14ep,snRNAseq2_old_buffer
3788,Nop10,snRNAseq2_old_buffer
3789,4930430A15Rik,snRNAseq2_old_buffer
3790,Lin7c,snRNAseq2_old_buffer
3791,Commd9,snRNAseq2_old_buffer
3792,B230118H07Rik,snRNAseq2_old_buffer
3793,Elp4,snRNAseq2_old_buffer
3794,Pax6,snRNAseq2_old_buffer
3795,Eif3m,snRNAseq2_old_buffer
3796,Prrg4,snRNAseq2_old_buffer
3797,Hipk3,snRNAseq2_old_buffer
3798,Fbxo3,snRNAseq2_old_buffer
3799,Nat10,snRNAseq2_old_buffer
3800,Pamr1,snRNAseq2_old_buffer
3801,Trim44,snRNAseq2_old_buffer
3802,Api5,snRNAseq2_old_buffer
3803,Ttc17,snRNAseq2_old_buffer
3804,Hsd17b12,snRNAseq2_old_buffer
3805,Alkbh3os1,snRNAseq2_old_buffer
3806,Ext2,snRNAseq2_old_buffer
3807,Gatm,snRNAseq2_old_buffer
3808,Myef2,snRNAseq2_old_buffer
3809,Fbn1,snRNAseq2_old_buffer
3810,Cops2,snRNAseq2_old_buffer
3811,Galk2,snRNAseq2_old_buffer
3812,Fam227b,snRNAseq2_old_buffer
3813,Meis2,snRNAseq2_old_buffer
3814,Tspan18,snRNAseq2_old_buffer
3815,Slc28a2,snRNAseq2_old_buffer
3816,Syt13,snRNAseq2_old_buffer
3817,Pex16,snRNAseq2_old_buffer
3818,Mapk8ip1,snRNAseq2_old_buffer
3819,Sord,snRNAseq2_old_buffer
3820,Terb2,snRNAseq2_old_buffer
3821,Creb3l1,snRNAseq2_old_buffer
3822,Patl2,snRNAseq2_old_buffer
3823,Frmd5,snRNAseq2_old_buffer
3824,Hypk,snRNAseq2_old_buffer
3825,Ell3,snRNAseq2_old_buffer
3826,Arhgap1,snRNAseq2_old_buffer
3827,Pdia3,snRNAseq2_old_buffer
3828,F2,snRNAseq2_old_buffer
3829,Lrp4,snRNAseq2_old_buffer
3830,Map1a,snRNAseq2_old_buffer
3831,Arfgap2,snRNAseq2_old_buffer
3832,Adal,snRNAseq2_old_buffer
3833,Tubgcp4,snRNAseq2_old_buffer
3834,Ubr1,snRNAseq2_old_buffer
3835,Jag1,snRNAseq2_old_buffer
3836,Mtch2,snRNAseq2_old_buffer
3837,Cdan1,snRNAseq2_old_buffer
3838,Haus2,snRNAseq2_old_buffer
3839,Lrrc57,snRNAseq2_old_buffer
3840,Snap23,snRNAseq2_old_buffer
3841,Zfp106,snRNAseq2_old_buffer
3842,Vps39,snRNAseq2_old_buffer
3843,Ehd4,snRNAseq2_old_buffer
3844,Itpka,snRNAseq2_old_buffer
3845,Tyro3,snRNAseq2_old_buffer
3846,Ubox5,snRNAseq2_old_buffer
3847,Ptpra,snRNAseq2_old_buffer
3848,Rtf1,snRNAseq2_old_buffer
3849,Ndufaf1,snRNAseq2_old_buffer
3850,Nusap1,snRNAseq2_old_buffer
3851,4930402H24Rik,snRNAseq2_old_buffer
3852,Atrn,snRNAseq2_old_buffer
3853,Chac1,snRNAseq2_old_buffer
3854,Dll4,snRNAseq2_old_buffer
3855,Ppp1r14d,snRNAseq2_old_buffer
3856,Siglec1,snRNAseq2_old_buffer
3857,Rpusd2,snRNAseq2_old_buffer
3858,Knl1,snRNAseq2_old_buffer
3859,Spef1,snRNAseq2_old_buffer
3860,Cdc25b,snRNAseq2_old_buffer
3861,Knstrn,snRNAseq2_old_buffer
3862,Smox,snRNAseq2_old_buffer
3863,Adra1d,snRNAseq2_old_buffer
3864,Slc23a2,snRNAseq2_old_buffer
3865,Tmem230,snRNAseq2_old_buffer
3866,Pcna,snRNAseq2_old_buffer
3867,Fsip1,snRNAseq2_old_buffer
3868,Gpcpd1,snRNAseq2_old_buffer
3869,Rasgrp1,snRNAseq2_old_buffer
3870,Spred1,snRNAseq2_old_buffer
3871,Mcm8,snRNAseq2_old_buffer
3872,Crls1,snRNAseq2_old_buffer
3873,Slc27a2,snRNAseq2_old_buffer
3874,Hdc,snRNAseq2_old_buffer
3875,Gabpb1,snRNAseq2_old_buffer
3876,Usp8,snRNAseq2_old_buffer
3877,Usp50,snRNAseq2_old_buffer
3878,Trpm7,snRNAseq2_old_buffer
3879,Sppl2a,snRNAseq2_old_buffer
3880,Stard7,snRNAseq2_old_buffer
3881,Fahd2a,snRNAseq2_old_buffer
3882,Mrps5,snRNAseq2_old_buffer
3883,Nphp1,snRNAseq2_old_buffer
3884,Bub1,snRNAseq2_old_buffer
3885,Bcl2l11,snRNAseq2_old_buffer
3886,Ndufaf5,snRNAseq2_old_buffer
3887,Fbln7,snRNAseq2_old_buffer
3888,Zc3h8,snRNAseq2_old_buffer
3889,Ttl,snRNAseq2_old_buffer
3890,Polr1b,snRNAseq2_old_buffer
3891,Slc20a1,snRNAseq2_old_buffer
3892,Tgm3,snRNAseq2_old_buffer
3893,Tgm6,snRNAseq2_old_buffer
3894,Snrpb,snRNAseq2_old_buffer
3895,Nop56,snRNAseq2_old_buffer
3896,Vps16,snRNAseq2_old_buffer
3897,Pcsk2,snRNAseq2_old_buffer
3898,Bfsp1,snRNAseq2_old_buffer
3899,Snx5,snRNAseq2_old_buffer
3900,Mgme1,snRNAseq2_old_buffer
3901,Kat14,snRNAseq2_old_buffer
3902,Polr3f,snRNAseq2_old_buffer
3903,Rbbp9,snRNAseq2_old_buffer
3904,Xrn2,snRNAseq2_old_buffer
3905,Cd93,snRNAseq2_old_buffer
3906,Napb,snRNAseq2_old_buffer
3907,Gzf1,snRNAseq2_old_buffer
3908,9230104L09Rik,snRNAseq2_old_buffer
3909,Cst3,snRNAseq2_old_buffer
3910,Acss1,snRNAseq2_old_buffer
3911,Snph,snRNAseq2_old_buffer
3912,Angpt4,snRNAseq2_old_buffer
3913,Tbc1d20,snRNAseq2_old_buffer
3914,Rbck1,snRNAseq2_old_buffer
3915,Tpx2,snRNAseq2_old_buffer
3916,Mylk2,snRNAseq2_old_buffer
3917,Ccm2l,snRNAseq2_old_buffer
3918,Kif3b,snRNAseq2_old_buffer
3919,Mapre1,snRNAseq2_old_buffer
3920,Sun5,snRNAseq2_old_buffer
3921,Cdk5rap1,snRNAseq2_old_buffer
3922,Snta1,snRNAseq2_old_buffer
3923,E2f1,snRNAseq2_old_buffer
3924,Cstf1,snRNAseq2_old_buffer
3925,Pkia,snRNAseq2_old_buffer
3926,Pag1,snRNAseq2_old_buffer
3927,Rae1,snRNAseq2_old_buffer
3928,Pck1,snRNAseq2_old_buffer
3929,Zbp1,snRNAseq2_old_buffer
3930,Ankrd60,snRNAseq2_old_buffer
3931,Zdbf2,snRNAseq2_old_buffer
3932,Stx16,snRNAseq2_old_buffer
3933,Gnas,snRNAseq2_old_buffer
3934,Phactr3,snRNAseq2_old_buffer
3935,Impa1,snRNAseq2_old_buffer
3936,Fabp5,snRNAseq2_old_buffer
3937,Chmp4c,snRNAseq2_old_buffer
3938,Ptpn1,snRNAseq2_old_buffer
3939,Nfatc2,snRNAseq2_old_buffer
3940,Atp9a,snRNAseq2_old_buffer
3941,Lrrcc1,snRNAseq2_old_buffer
3942,E2f5,snRNAseq2_old_buffer
3943,Car13,snRNAseq2_old_buffer
3944,Car3,snRNAseq2_old_buffer
3945,Psma7,snRNAseq2_old_buffer
3946,Ntsr1,snRNAseq2_old_buffer
3947,Mrgbp,snRNAseq2_old_buffer
3948,Col9a3,snRNAseq2_old_buffer
3949,Gid8,snRNAseq2_old_buffer
3950,Nkain4,snRNAseq2_old_buffer
3951,Arfgap1,snRNAseq2_old_buffer
3952,Srms,snRNAseq2_old_buffer
3953,Helz2,snRNAseq2_old_buffer
3954,Stmn3,snRNAseq2_old_buffer
3955,Zgpat,snRNAseq2_old_buffer
3956,Zbtb46,snRNAseq2_old_buffer
3957,Pcmtd2,snRNAseq2_old_buffer
3958,Raly,snRNAseq2_old_buffer
3959,a,snRNAseq2_old_buffer
3960,Ahcy,snRNAseq2_old_buffer
3961,Itch,snRNAseq2_old_buffer
3962,Map1lc3a,snRNAseq2_old_buffer
3963,Ggt7,snRNAseq2_old_buffer
3964,Acss2,snRNAseq2_old_buffer
3965,Gss,snRNAseq2_old_buffer
3966,Mmp24,snRNAseq2_old_buffer
3967,Hps3,snRNAseq2_old_buffer
3968,Epb41l1,snRNAseq2_old_buffer
3969,Aar2,snRNAseq2_old_buffer
3970,Tbl1xr1,snRNAseq2_old_buffer
3971,Ndrg3,snRNAseq2_old_buffer
3972,Dsn1,snRNAseq2_old_buffer
3973,Samhd1,snRNAseq2_old_buffer
3974,Ctnnbl1,snRNAseq2_old_buffer
3975,Tti1,snRNAseq2_old_buffer
3976,Ralgapb,snRNAseq2_old_buffer
3977,Dhx35,snRNAseq2_old_buffer
3978,Skil,snRNAseq2_old_buffer
3979,Zmat3,snRNAseq2_old_buffer
3980,Pik3ca,snRNAseq2_old_buffer
3981,Mfn1,snRNAseq2_old_buffer
3982,Gnb4,snRNAseq2_old_buffer
3983,Ocstamp,snRNAseq2_old_buffer
3984,Ccdc39,snRNAseq2_old_buffer
3985,Ttc14,snRNAseq2_old_buffer
3986,Fxr1,snRNAseq2_old_buffer
3987,Slc2a2,snRNAseq2_old_buffer
3988,Tnik,snRNAseq2_old_buffer
3989,Pld1,snRNAseq2_old_buffer
3990,Nceh1,snRNAseq2_old_buffer
3991,Ect2,snRNAseq2_old_buffer
3992,Lrrc34,snRNAseq2_old_buffer
3993,Lrriq4,snRNAseq2_old_buffer
3994,Sec62,snRNAseq2_old_buffer
3995,Dcun1d1,snRNAseq2_old_buffer
3996,Mccc1,snRNAseq2_old_buffer
3997,Acad9,snRNAseq2_old_buffer
3998,Anxa5,snRNAseq2_old_buffer
3999,Exosc9,snRNAseq2_old_buffer
4000,Ccna2,snRNAseq2_old_buffer
4001,Trpc3,snRNAseq2_old_buffer
4002,Rab33b,snRNAseq2_old_buffer
4003,Cog6,snRNAseq2_old_buffer
4004,Postn,snRNAseq2_old_buffer
4005,Exosc8,snRNAseq2_old_buffer
4006,Gfm1,snRNAseq2_old_buffer
4007,Mfsd1,snRNAseq2_old_buffer
4008,Kpna4,snRNAseq2_old_buffer
4009,Ppm1l,snRNAseq2_old_buffer
4010,Sohlh2,snRNAseq2_old_buffer
4011,Smad9,snRNAseq2_old_buffer
4012,Dclk1,snRNAseq2_old_buffer
4013,Tm4sf1,snRNAseq2_old_buffer
4014,Tm4sf4,snRNAseq2_old_buffer
4015,Wwtr1,snRNAseq2_old_buffer
4016,Ppid,snRNAseq2_old_buffer
4017,Tsc22d2,snRNAseq2_old_buffer
4018,Serp1,snRNAseq2_old_buffer
4019,Eif2a,snRNAseq2_old_buffer
4020,Vmn2r1,snRNAseq2_old_buffer
4021,Kcnab1,snRNAseq2_old_buffer
4022,Ccnl1,snRNAseq2_old_buffer
4023,Shox2,snRNAseq2_old_buffer
4024,Serpini1,snRNAseq2_old_buffer
4025,Pdcd10,snRNAseq2_old_buffer
4026,Wnt2b,snRNAseq2_old_buffer
4027,Ptpn22,snRNAseq2_old_buffer
4028,Dclre1b,snRNAseq2_old_buffer
4029,Syt6,snRNAseq2_old_buffer
4030,Nras,snRNAseq2_old_buffer
4031,Sike1,snRNAseq2_old_buffer
4032,Sycp1,snRNAseq2_old_buffer
4033,Tspan2,snRNAseq2_old_buffer
4034,Ngf,snRNAseq2_old_buffer
4035,Vangl1,snRNAseq2_old_buffer
4036,Casq2,snRNAseq2_old_buffer
4037,Cd2,snRNAseq2_old_buffer
4038,Ptgfrn,snRNAseq2_old_buffer
4039,Spag17,snRNAseq2_old_buffer
4040,Tbx15,snRNAseq2_old_buffer
4041,Hmgcs2,snRNAseq2_old_buffer
4042,Notch2,snRNAseq2_old_buffer
4043,Sec22b,snRNAseq2_old_buffer
4044,Prpf38b,snRNAseq2_old_buffer
4045,Stxbp3,snRNAseq2_old_buffer
4046,1700013F07Rik,snRNAseq2_old_buffer
4047,Ampd2,snRNAseq2_old_buffer
4048,Ahcyl1,snRNAseq2_old_buffer
4049,Kcnc4,snRNAseq2_old_buffer
4050,Dennd2d,snRNAseq2_old_buffer
4051,Ddx20,snRNAseq2_old_buffer
4052,S100a11,snRNAseq2_old_buffer
4053,Lelp1,snRNAseq2_old_buffer
4054,Npr1,snRNAseq2_old_buffer
4055,Ints3,snRNAseq2_old_buffer
4056,Rab13,snRNAseq2_old_buffer
4057,Crtc2,snRNAseq2_old_buffer
4058,Jtb,snRNAseq2_old_buffer
4059,Nup210l,snRNAseq2_old_buffer
4060,Tpm3,snRNAseq2_old_buffer
4061,4933434E20Rik,snRNAseq2_old_buffer
4062,Chrnb2,snRNAseq2_old_buffer
4063,Adar,snRNAseq2_old_buffer
4064,Pmvk,snRNAseq2_old_buffer
4065,Slc50a1,snRNAseq2_old_buffer
4066,Efna1,snRNAseq2_old_buffer
4067,Fam198b,snRNAseq2_old_buffer
4068,Sass6,snRNAseq2_old_buffer
4069,Vcam1,snRNAseq2_old_buffer
4070,Extl2,snRNAseq2_old_buffer
4071,Olfm3,snRNAseq2_old_buffer
4072,Col11a1,snRNAseq2_old_buffer
4073,Larp7,snRNAseq2_old_buffer
4074,Ndst3,snRNAseq2_old_buffer
4075,Lef1,snRNAseq2_old_buffer
4076,Trim2,snRNAseq2_old_buffer
4077,Mcub,snRNAseq2_old_buffer
4078,Sfrp2,snRNAseq2_old_buffer
4079,Fga,snRNAseq2_old_buffer
4080,Gucy1b1,snRNAseq2_old_buffer
4081,Snx7,snRNAseq2_old_buffer
4082,Asic5,snRNAseq2_old_buffer
4083,Gar1,snRNAseq2_old_buffer
4084,Tdo2,snRNAseq2_old_buffer
4085,Ppa2,snRNAseq2_old_buffer
4086,Ctso,snRNAseq2_old_buffer
4087,Ints12,snRNAseq2_old_buffer
4088,Egf,snRNAseq2_old_buffer
4089,Glrb,snRNAseq2_old_buffer
4090,Pitx2,snRNAseq2_old_buffer
4091,Enpep,snRNAseq2_old_buffer
4092,Alpk1,snRNAseq2_old_buffer
4093,Aimp1,snRNAseq2_old_buffer
4094,Tbck,snRNAseq2_old_buffer
4095,Papss1,snRNAseq2_old_buffer
4096,Kcnq5,snRNAseq2_old_buffer
4097,Fubp1,snRNAseq2_old_buffer
4098,Ptgfr,snRNAseq2_old_buffer
4099,Efna3,snRNAseq2_old_buffer
4100,Adam15,snRNAseq2_old_buffer
4101,Zbtb7b,snRNAseq2_old_buffer
4102,Cks1b,snRNAseq2_old_buffer
4103,Thbs3,snRNAseq2_old_buffer
4104,Gba,snRNAseq2_old_buffer
4105,Scamp3,snRNAseq2_old_buffer
4106,Hcn3,snRNAseq2_old_buffer
4107,Ash1l,snRNAseq2_old_buffer
4108,Rit1,snRNAseq2_old_buffer
4109,Arhgef2,snRNAseq2_old_buffer
4110,2810403A07Rik,snRNAseq2_old_buffer
4111,Pmf1,snRNAseq2_old_buffer
4112,Iqgap3,snRNAseq2_old_buffer
4113,Gpatch4,snRNAseq2_old_buffer
4114,Naxe,snRNAseq2_old_buffer
4115,Ntrk1,snRNAseq2_old_buffer
4116,Cd1d1,snRNAseq2_old_buffer
4117,Dclk2,snRNAseq2_old_buffer
4118,Lrba,snRNAseq2_old_buffer
4119,Rps3a1,snRNAseq2_old_buffer
4120,Sh3d19,snRNAseq2_old_buffer
4121,Fbxw7,snRNAseq2_old_buffer
4122,Acp6,snRNAseq2_old_buffer
4123,Gpr89,snRNAseq2_old_buffer
4124,Rnf115,snRNAseq2_old_buffer
4125,Polr3c,snRNAseq2_old_buffer
4126,Nudt17,snRNAseq2_old_buffer
4127,Pias3,snRNAseq2_old_buffer
4128,Pex11b,snRNAseq2_old_buffer
4129,Polr3gl,snRNAseq2_old_buffer
4130,Rprd2,snRNAseq2_old_buffer
4131,Tars2,snRNAseq2_old_buffer
4132,Ecm1,snRNAseq2_old_buffer
4133,Hormad1,snRNAseq2_old_buffer
4134,Myoz2,snRNAseq2_old_buffer
4135,Gclm,snRNAseq2_old_buffer
4136,Abca4,snRNAseq2_old_buffer
4137,Pip5k1a,snRNAseq2_old_buffer
4138,Abcd3,snRNAseq2_old_buffer
4139,F3,snRNAseq2_old_buffer
4140,Tmem56,snRNAseq2_old_buffer
4141,Ptbp2,snRNAseq2_old_buffer
4142,Snx27,snRNAseq2_old_buffer
4143,Celf3,snRNAseq2_old_buffer
4144,Adh5,snRNAseq2_old_buffer
4145,Riiad1,snRNAseq2_old_buffer
4146,Mrpl9,snRNAseq2_old_buffer
4147,Oaz3,snRNAseq2_old_buffer
4148,Them4,snRNAseq2_old_buffer
4149,Rap1gds1,snRNAseq2_old_buffer
4150,Rorc,snRNAseq2_old_buffer
4151,Eif4e,snRNAseq2_old_buffer
4152,Nfkb1,snRNAseq2_old_buffer
4153,Manba,snRNAseq2_old_buffer
4154,Rpe65,snRNAseq2_old_buffer
4155,Lrrc7,snRNAseq2_old_buffer
4156,1810013D15Rik,snRNAseq2_old_buffer
4157,Cth,snRNAseq2_old_buffer
4158,Lrriq3,snRNAseq2_old_buffer
4159,Adgrl2,snRNAseq2_old_buffer
4160,Dnase2b,snRNAseq2_old_buffer
4161,Uox,snRNAseq2_old_buffer
4162,Ddah1,snRNAseq2_old_buffer
4163,Col24a1,snRNAseq2_old_buffer
4164,Asph,snRNAseq2_old_buffer
4165,Cdh17,snRNAseq2_old_buffer
4166,Fam92a,snRNAseq2_old_buffer
4167,Tmem55a,snRNAseq2_old_buffer
4168,Calb1,snRNAseq2_old_buffer
4169,Decr1,snRNAseq2_old_buffer
4170,Nbn,snRNAseq2_old_buffer
4171,Mmp16,snRNAseq2_old_buffer
4172,Tmem68,snRNAseq2_old_buffer
4173,Rps20,snRNAseq2_old_buffer
4174,Atp6v0d2,snRNAseq2_old_buffer
4175,Nsmaf,snRNAseq2_old_buffer
4176,Odf2l,snRNAseq2_old_buffer
4177,Ndufaf4,snRNAseq2_old_buffer
4178,Clca3a2,snRNAseq2_old_buffer
4179,Lmo4,snRNAseq2_old_buffer
4180,Gbp3,snRNAseq2_old_buffer
4181,Gtf2b,snRNAseq2_old_buffer
4182,Pdlim5,snRNAseq2_old_buffer
4183,Rngtt,snRNAseq2_old_buffer
4184,Ube2j1,snRNAseq2_old_buffer
4185,Casp8ap2,snRNAseq2_old_buffer
4186,Epha7,snRNAseq2_old_buffer
4187,Rars2,snRNAseq2_old_buffer
4188,Slc35a1,snRNAseq2_old_buffer
4189,Cfap206,snRNAseq2_old_buffer
4190,Cga,snRNAseq2_old_buffer
4191,3110043O21Rik,snRNAseq2_old_buffer
4192,Rnf20,snRNAseq2_old_buffer
4193,Ppp3r2,snRNAseq2_old_buffer
4194,Toporsl,snRNAseq2_old_buffer
4195,Exosc3,snRNAseq2_old_buffer
4196,Stra6l,snRNAseq2_old_buffer
4197,Xpa,snRNAseq2_old_buffer
4198,Ncbp1,snRNAseq2_old_buffer
4199,Trmo,snRNAseq2_old_buffer
4200,Hemgn,snRNAseq2_old_buffer
4201,Anp32b,snRNAseq2_old_buffer
4202,Col15a1,snRNAseq2_old_buffer
4203,Invs,snRNAseq2_old_buffer
4204,Tmeff1,snRNAseq2_old_buffer
4205,Brinp1,snRNAseq2_old_buffer
4206,Ambp,snRNAseq2_old_buffer
4207,Slc44a5,snRNAseq2_old_buffer
4208,Tnfsf8,snRNAseq2_old_buffer
4209,Tnc,snRNAseq2_old_buffer
4210,Txn1,snRNAseq2_old_buffer
4211,Svep1,snRNAseq2_old_buffer
4212,Pappa,snRNAseq2_old_buffer
4213,Astn2,snRNAseq2_old_buffer
4214,Ugcg,snRNAseq2_old_buffer
4215,Snx30,snRNAseq2_old_buffer
4216,Slc46a2,snRNAseq2_old_buffer
4217,Alad,snRNAseq2_old_buffer
4218,Kdm4c,snRNAseq2_old_buffer
4219,Ptprd,snRNAseq2_old_buffer
4220,Mpdz,snRNAseq2_old_buffer
4221,Smim27,snRNAseq2_old_buffer
4222,Dnaja1,snRNAseq2_old_buffer
4223,Aptx,snRNAseq2_old_buffer
4224,Slc44a1,snRNAseq2_old_buffer
4225,B4galt1,snRNAseq2_old_buffer
4226,Fktn,snRNAseq2_old_buffer
4227,Bag1,snRNAseq2_old_buffer
4228,Chmp5,snRNAseq2_old_buffer
4229,Tmem38b,snRNAseq2_old_buffer
4230,Nfx1,snRNAseq2_old_buffer
4231,Rad23b,snRNAseq2_old_buffer
4232,Aqp7,snRNAseq2_old_buffer
4233,Nol6,snRNAseq2_old_buffer
4234,Ubap2,snRNAseq2_old_buffer
4235,Dcaf12,snRNAseq2_old_buffer
4236,Ubap1,snRNAseq2_old_buffer
4237,1110017D15Rik,snRNAseq2_old_buffer
4238,Nudt2,snRNAseq2_old_buffer
4239,Enho,snRNAseq2_old_buffer
4240,Dctn3,snRNAseq2_old_buffer
4241,1700022I11Rik,snRNAseq2_old_buffer
4242,Vcp,snRNAseq2_old_buffer
4243,Fancg,snRNAseq2_old_buffer
4244,Pigo,snRNAseq2_old_buffer
4245,Stoml2,snRNAseq2_old_buffer
4246,Unc13b,snRNAseq2_old_buffer
4247,Atp8b5,snRNAseq2_old_buffer
4248,Tesk1,snRNAseq2_old_buffer
4249,Cd72,snRNAseq2_old_buffer
4250,Sit1,snRNAseq2_old_buffer
4251,Ccdc107,snRNAseq2_old_buffer
4252,Tpm2,snRNAseq2_old_buffer
4253,Tln1,snRNAseq2_old_buffer
4254,Creb3,snRNAseq2_old_buffer
4255,Rgp1,snRNAseq2_old_buffer
4256,Npr2,snRNAseq2_old_buffer
4257,Hint2,snRNAseq2_old_buffer
4258,Reck,snRNAseq2_old_buffer
4259,Gne,snRNAseq2_old_buffer
4260,Snapc3,snRNAseq2_old_buffer
4261,Psip1,snRNAseq2_old_buffer
4262,Bnc2,snRNAseq2_old_buffer
4263,Sh3gl2,snRNAseq2_old_buffer
4264,Saxo1,snRNAseq2_old_buffer
4265,Plin2,snRNAseq2_old_buffer
4266,Rps6,snRNAseq2_old_buffer
4267,Mllt3,snRNAseq2_old_buffer
4268,Hacd4,snRNAseq2_old_buffer
4269,Usp24,snRNAseq2_old_buffer
4270,Plpp3,snRNAseq2_old_buffer
4271,Prkaa2,snRNAseq2_old_buffer
4272,Dab1,snRNAseq2_old_buffer
4273,4921539E11Rik,snRNAseq2_old_buffer
4274,Slc35d1,snRNAseq2_old_buffer
4275,Mier1,snRNAseq2_old_buffer
4276,Tctex1d1,snRNAseq2_old_buffer
4277,Pde4b,snRNAseq2_old_buffer
4278,Ak4,snRNAseq2_old_buffer
4279,Dnajc6,snRNAseq2_old_buffer
4280,Jak1,snRNAseq2_old_buffer
4281,Cachd1,snRNAseq2_old_buffer
4282,St3gal3,snRNAseq2_old_buffer
4283,B4galt2,snRNAseq2_old_buffer
4284,Slc6a9,snRNAseq2_old_buffer
4285,Itgb3bp,snRNAseq2_old_buffer
4286,Atg4c,snRNAseq2_old_buffer
4287,Cdkn2c,snRNAseq2_old_buffer
4288,Eps15,snRNAseq2_old_buffer
4289,Angptl3,snRNAseq2_old_buffer
4290,Ttc39a,snRNAseq2_old_buffer
4291,Dock7,snRNAseq2_old_buffer
4292,Rnf11,snRNAseq2_old_buffer
4293,Osbpl9,snRNAseq2_old_buffer
4294,Tm2d1,snRNAseq2_old_buffer
4295,Nfia,snRNAseq2_old_buffer
4296,Txndc12,snRNAseq2_old_buffer
4297,Cyp2j13,snRNAseq2_old_buffer
4298,Hook1,snRNAseq2_old_buffer
4299,Fggy,snRNAseq2_old_buffer
4300,Ift74,snRNAseq2_old_buffer
4301,Plaa,snRNAseq2_old_buffer
4302,Pdpn,snRNAseq2_old_buffer
4303,Orc1,snRNAseq2_old_buffer
4304,Gpx7,snRNAseq2_old_buffer
4305,Podn,snRNAseq2_old_buffer
4306,Echdc2,snRNAseq2_old_buffer
4307,Tnfrsf8,snRNAseq2_old_buffer
4308,Scp2,snRNAseq2_old_buffer
4309,Cpt2,snRNAseq2_old_buffer
4310,0610037L13Rik,snRNAseq2_old_buffer
4311,Magoh,snRNAseq2_old_buffer
4312,Ndc1,snRNAseq2_old_buffer
4313,Lrrc42,snRNAseq2_old_buffer
4314,Tmem59,snRNAseq2_old_buffer
4315,Tceanc2,snRNAseq2_old_buffer
4316,Mrpl37,snRNAseq2_old_buffer
4317,Dyrk2,snRNAseq2_old_buffer
4318,Kcnq4,snRNAseq2_old_buffer
4319,Ctps,snRNAseq2_old_buffer
4320,Ppcs,snRNAseq2_old_buffer
4321,Ccdc30,snRNAseq2_old_buffer
4322,Ybx1,snRNAseq2_old_buffer
4323,P3h1,snRNAseq2_old_buffer
4324,Svbp,snRNAseq2_old_buffer
4325,Ermap,snRNAseq2_old_buffer
4326,Mycbp,snRNAseq2_old_buffer
4327,Ndufs5,snRNAseq2_old_buffer
4328,Macf1,snRNAseq2_old_buffer
4329,Ppie,snRNAseq2_old_buffer
4330,Mfsd2a,snRNAseq2_old_buffer
4331,Cap1,snRNAseq2_old_buffer
4332,Ephb2,snRNAseq2_old_buffer
4333,Eloa,snRNAseq2_old_buffer
4334,Gale,snRNAseq2_old_buffer
4335,Hmgcl,snRNAseq2_old_buffer
4336,Fuca1,snRNAseq2_old_buffer
4337,Pnrc2,snRNAseq2_old_buffer
4338,Srsf10,snRNAseq2_old_buffer
4339,Rnf220,snRNAseq2_old_buffer
4340,Kif2c,snRNAseq2_old_buffer
4341,Plk3,snRNAseq2_old_buffer
4342,Ptch2,snRNAseq2_old_buffer
4343,Urod,snRNAseq2_old_buffer
4344,Toe1,snRNAseq2_old_buffer
4345,Ccdc163,snRNAseq2_old_buffer
4346,Mmachc,snRNAseq2_old_buffer
4347,Akr1a1,snRNAseq2_old_buffer
4348,Nasp,snRNAseq2_old_buffer
4349,Ipp,snRNAseq2_old_buffer
4350,Pomgnt1,snRNAseq2_old_buffer
4351,Lurap1,snRNAseq2_old_buffer
4352,Rad54l,snRNAseq2_old_buffer
4353,Lrrc41,snRNAseq2_old_buffer
4354,Nsun4,snRNAseq2_old_buffer
4355,Dmbx1,snRNAseq2_old_buffer
4356,Mknk1,snRNAseq2_old_buffer
4357,Mob3c,snRNAseq2_old_buffer
4358,Atpaf1,snRNAseq2_old_buffer
4359,Cyp4a31,snRNAseq2_old_buffer
4360,Cyp4b1,snRNAseq2_old_buffer
4361,Cyp4a14,snRNAseq2_old_buffer
4362,Tal1,snRNAseq2_old_buffer
4363,Stil,snRNAseq2_old_buffer
4364,Cmpk1,snRNAseq2_old_buffer
4365,Cfap57,snRNAseq2_old_buffer
4366,Pax7,snRNAseq2_old_buffer
4367,Aldh4a1,snRNAseq2_old_buffer
4368,Mrto4,snRNAseq2_old_buffer
4369,Pqlc2,snRNAseq2_old_buffer
4370,Capzb,snRNAseq2_old_buffer
4371,Htr6,snRNAseq2_old_buffer
4372,Vwa5b1,snRNAseq2_old_buffer
4373,Cda,snRNAseq2_old_buffer
4374,Pink1,snRNAseq2_old_buffer
4375,Ddost,snRNAseq2_old_buffer
4376,Hp1bp3,snRNAseq2_old_buffer
4377,Eif4g3,snRNAseq2_old_buffer
4378,Hspg2,snRNAseq2_old_buffer
4379,Zcchc17,snRNAseq2_old_buffer
4380,Tinagl1,snRNAseq2_old_buffer
4381,Gnat3,snRNAseq2_old_buffer
