,gene_name,dataset
4183,Babam2,old_10X_cruk
4184,Fosl2,old_10X_cruk
4185,Ppp1cb,old_10X_cruk
4186,Yes1,old_10X_cruk
4187,Pisd,old_10X_cruk
4188,Prr14l,old_10X_cruk
4189,Depdc5,old_10X_cruk
4190,Ywhah,old_10X_cruk
4191,Spon2,old_10X_cruk
4192,Ctbp1,old_10X_cruk
4193,Maea,old_10X_cruk
4194,Uvssa,old_10X_cruk
4195,Fam53a,old_10X_cruk
4196,Slbp,old_10X_cruk
4197,Tmem129,old_10X_cruk
4198,Tacc3,old_10X_cruk
4199,Fgfr3,old_10X_cruk
4200,Letm1,old_10X_cruk
4201,Nsd2,old_10X_cruk
4202,Nelfa,old_10X_cruk
4203,Gm42851,old_10X_cruk
4204,Gm1673,old_10X_cruk
4205,Nat8l,old_10X_cruk
4206,Haus3,old_10X_cruk
4207,Mxd4,old_10X_cruk
4208,Zfyve28,old_10X_cruk
4209,Gm15513,old_10X_cruk
4210,Rnf4,old_10X_cruk
4211,Fam193a,old_10X_cruk
4212,Tnip2,old_10X_cruk
4213,Sh3bp2,old_10X_cruk
4214,Add1,old_10X_cruk
4215,Mfsd10,old_10X_cruk
4216,Nop14,old_10X_cruk
4217,Grk4,old_10X_cruk
4218,Gm42560,old_10X_cruk
4219,Htt,old_10X_cruk
4220,Msantd1,old_10X_cruk
4221,Rgs12,old_10X_cruk
4222,Hgfac,old_10X_cruk
4223,Lrpap1,old_10X_cruk
4224,Hmx1,old_10X_cruk
4225,Trmt44,old_10X_cruk
4226,Acox3,old_10X_cruk
4227,Sh3tc1,old_10X_cruk
4228,Ablim2,old_10X_cruk
4229,Afap1,old_10X_cruk
4230,2210406O10Rik,old_10X_cruk
4231,Grpel1,old_10X_cruk
4232,Tada2b,old_10X_cruk
4233,Ccdc96,old_10X_cruk
4234,Tbc1d14,old_10X_cruk
4235,D5Ertd579e,old_10X_cruk
4236,Bloc1s4,old_10X_cruk
4237,Gm43701,old_10X_cruk
4238,Mrfap1,old_10X_cruk
4239,Man2b2,old_10X_cruk
4240,Wfs1,old_10X_cruk
4241,Jakmip1,old_10X_cruk
4242,Crmp1,old_10X_cruk
4243,Evc,old_10X_cruk
4244,Evc2,old_10X_cruk
4245,Msx1,old_10X_cruk
4246,Stx18,old_10X_cruk
4247,Nsg1,old_10X_cruk
4248,Zbtb49,old_10X_cruk
4249,Lyar,old_10X_cruk
4250,Tmem128,old_10X_cruk
4251,Slc2a9,old_10X_cruk
4252,Wdr1,old_10X_cruk
4253,Zfp518b,old_10X_cruk
4254,Rab28,old_10X_cruk
4255,Bod1l,old_10X_cruk
4256,Gm7854,old_10X_cruk
4257,Cpeb2,old_10X_cruk
4258,Cc2d2a,old_10X_cruk
4259,Fbxl5,old_10X_cruk
4260,Bst1,old_10X_cruk
4261,Cd38,old_10X_cruk
4262,Gm16014,old_10X_cruk
4263,Tapt1,old_10X_cruk
4264,Gm42984,old_10X_cruk
4265,Ldb2,old_10X_cruk
4266,Gm3364,old_10X_cruk
4267,Qdpr,old_10X_cruk
4268,Lap3,old_10X_cruk
4269,Med28,old_10X_cruk
4270,Fam184b,old_10X_cruk
4271,Ncapg,old_10X_cruk
4272,Lcorl,old_10X_cruk
4273,5730480H06Rik,old_10X_cruk
4274,Adgra3,old_10X_cruk
4275,Ppargc1a,old_10X_cruk
4276,Dhx15,old_10X_cruk
4277,9230114K14Rik,old_10X_cruk
4278,Sod3,old_10X_cruk
4279,Ccdc149,old_10X_cruk
4280,Sepsecs,old_10X_cruk
4281,Pi4k2b,old_10X_cruk
4282,Zcchc4,old_10X_cruk
4283,Anapc4,old_10X_cruk
4284,5033403H07Rik,old_10X_cruk
4285,Gm30301,old_10X_cruk
4286,Slc34a2,old_10X_cruk
4287,Sel1l3,old_10X_cruk
4288,Smim20,old_10X_cruk
4289,Gm45495,old_10X_cruk
4290,Rbpj,old_10X_cruk
4291,Cckar,old_10X_cruk
4292,Tbc1d19,old_10X_cruk
4293,Stim2,old_10X_cruk
4294,Gm43042,old_10X_cruk
4295,Arap2,old_10X_cruk
4296,0610040J01Rik,old_10X_cruk
4297,Rell1,old_10X_cruk
4298,5830416I19Rik,old_10X_cruk
4299,Pgm2,old_10X_cruk
4300,Tbc1d1,old_10X_cruk
4301,Gm20033,old_10X_cruk
4302,Klf3,old_10X_cruk
4303,Tlr1,old_10X_cruk
4304,Tlr6,old_10X_cruk
4305,Fam114a1,old_10X_cruk
4306,Tmem156,old_10X_cruk
4307,Klhl5,old_10X_cruk
4308,Wdr19,old_10X_cruk
4309,Rfc1,old_10X_cruk
4310,Klb,old_10X_cruk
4311,Rpl9,old_10X_cruk
4312,Lias,old_10X_cruk
4313,Ugdh,old_10X_cruk
4314,Smim14,old_10X_cruk
4315,Ube2k,old_10X_cruk
4316,Gm42726,old_10X_cruk
4317,Pds5a,old_10X_cruk
4318,N4bp2os,old_10X_cruk
4319,N4bp2,old_10X_cruk
4320,Rhoh,old_10X_cruk
4321,9130230L23Rik,old_10X_cruk
4322,Rbm47,old_10X_cruk
4323,Nsun7,old_10X_cruk
4324,Apbb2,old_10X_cruk
4325,Gm42670,old_10X_cruk
4326,Tmem33,old_10X_cruk
4327,Slc30a9,old_10X_cruk
4328,Bend4,old_10X_cruk
4329,Gm26756,old_10X_cruk
4330,Shisa3,old_10X_cruk
4331,Atp8a1,old_10X_cruk
4332,Guf1,old_10X_cruk
4333,Gnpda2,old_10X_cruk
4334,Gabra2,old_10X_cruk
4335,Cox7b2,old_10X_cruk
4336,Commd8,old_10X_cruk
4337,Nfxl1,old_10X_cruk
4338,Cnga1,old_10X_cruk
4339,Nipal1,old_10X_cruk
4340,Txk,old_10X_cruk
4341,Tec,old_10X_cruk
4342,Slain2,old_10X_cruk
4343,Fryl,old_10X_cruk
4344,Ociad1,old_10X_cruk
4345,Ociad2,old_10X_cruk
4346,Dcun1d4,old_10X_cruk
4347,Sgcb,old_10X_cruk
4348,Usp46,old_10X_cruk
4349,Dancr,old_10X_cruk
4350,Rasl11b,old_10X_cruk
4351,Scfd2,old_10X_cruk
4352,Fip1l1,old_10X_cruk
4353,Chic2,old_10X_cruk
4354,Pdgfra,old_10X_cruk
4355,Gm42800,old_10X_cruk
4356,Kit,old_10X_cruk
4357,Kdr,old_10X_cruk
4358,Srd5a3,old_10X_cruk
4359,Tmem165,old_10X_cruk
4360,Clock,old_10X_cruk
4361,Pdcl2,old_10X_cruk
4362,Exoc1,old_10X_cruk
4363,Cep135,old_10X_cruk
4364,Aasdh,old_10X_cruk
4365,Ppat,old_10X_cruk
4366,Paics,old_10X_cruk
4367,Srp72,old_10X_cruk
4368,Arl9,old_10X_cruk
4369,Hopx,old_10X_cruk
4370,Hopxos,old_10X_cruk
4371,Spink2,old_10X_cruk
4372,Rest,old_10X_cruk
4373,Noa1,old_10X_cruk
4374,Polr2b,old_10X_cruk
4375,Igfbp7,old_10X_cruk
4376,Adgrl3,old_10X_cruk
4377,Epha5,old_10X_cruk
4378,Gm43532,old_10X_cruk
4379,Cenpc1,old_10X_cruk
4380,Stap1,old_10X_cruk
4381,Uba6,old_10X_cruk
4382,Tmprss11d,old_10X_cruk
4383,Tmprss11b,old_10X_cruk
4384,Tmprss11e,old_10X_cruk
4385,Ythdc1,old_10X_cruk
4386,Ugt2b34,old_10X_cruk
4387,Ugt2b1,old_10X_cruk
4388,Ugt2b35,old_10X_cruk
4389,Ugt2b36,old_10X_cruk
4390,Ugt2b5,old_10X_cruk
4391,Ugt2b37,old_10X_cruk
4392,Ugt2a3,old_10X_cruk
4393,Ugt2b38,old_10X_cruk
4394,Sult1b1,old_10X_cruk
4395,Sult1d1,old_10X_cruk
4396,Csn3,old_10X_cruk
4397,Cabs1,old_10X_cruk
4398,Jchain,old_10X_cruk
4399,Utp3,old_10X_cruk
4400,Rufy3,old_10X_cruk
4401,Grsf1,old_10X_cruk
4402,Mob1b,old_10X_cruk
4403,Dck,old_10X_cruk
4404,Slc4a4,old_10X_cruk
4405,Gc,old_10X_cruk
4406,Cox18,old_10X_cruk
4407,Ankrd17,old_10X_cruk
4408,Gm9958,old_10X_cruk
4409,Alb,old_10X_cruk
4410,Gm43449,old_10X_cruk
4411,Afm,old_10X_cruk
4412,Albfm1,old_10X_cruk
4413,Rassf6,old_10X_cruk
4414,Pf4,old_10X_cruk
4415,Cxcl15,old_10X_cruk
4416,Cxcl1,old_10X_cruk
4417,Cxcl2,old_10X_cruk
4418,Mthfd2l,old_10X_cruk
4419,Gm19619,old_10X_cruk
4420,Btc,old_10X_cruk
4421,Parm1,old_10X_cruk
4422,Rchy1,old_10X_cruk
4423,Cdkl2,old_10X_cruk
4424,G3bp2,old_10X_cruk
4425,Uso1,old_10X_cruk
4426,Ppef2,old_10X_cruk
4427,Naaa,old_10X_cruk
4428,Sdad1,old_10X_cruk
4429,Cxcl9,old_10X_cruk
4430,Art3,old_10X_cruk
4431,Cxcl10,old_10X_cruk
4432,Nup54,old_10X_cruk
4433,Scarb2,old_10X_cruk
4434,Fam47e,old_10X_cruk
4435,Stbd1,old_10X_cruk
4436,Ccdc158,old_10X_cruk
4437,Shroom3,old_10X_cruk
4438,Sowahb,old_10X_cruk
4439,Sept11,old_10X_cruk
4440,Ccni,old_10X_cruk
4441,Ccng2,old_10X_cruk
4442,Cxcl13,old_10X_cruk
4443,Cnot6l,old_10X_cruk
4444,Mrpl1,old_10X_cruk
4445,Fras1,old_10X_cruk
4446,Gm42604,old_10X_cruk
4447,Anxa3,old_10X_cruk
4448,Bmp2k,old_10X_cruk
4449,Paqr3,old_10X_cruk
4450,Gk2,old_10X_cruk
4451,Antxr2,old_10X_cruk
4452,Prdm8,old_10X_cruk
4453,Cfap299,old_10X_cruk
4454,Rasgef1b,old_10X_cruk
4455,Gm16226,old_10X_cruk
4456,Hnrnpd,old_10X_cruk
4457,Gm17092,old_10X_cruk
4458,Hnrnpdl,old_10X_cruk
4459,Enoph1,old_10X_cruk
4460,Sec31a,old_10X_cruk
4461,5430416N02Rik,old_10X_cruk
4462,Lin54,old_10X_cruk
4463,Cops4,old_10X_cruk
4464,Plac8,old_10X_cruk
4465,Coq2,old_10X_cruk
4466,Hpse,old_10X_cruk
4467,Helq,old_10X_cruk
4468,Mrps18c,old_10X_cruk
4469,Abraxas1,old_10X_cruk
4470,Gpat3,old_10X_cruk
4471,9430085M18Rik,old_10X_cruk
4472,Cds1,old_10X_cruk
4473,Wdfy3,old_10X_cruk
4474,Arhgap24,old_10X_cruk
4475,Mapk10,old_10X_cruk
4476,Ptpn13,old_10X_cruk
4477,Slc10a6,old_10X_cruk
4478,1700016H13Rik,old_10X_cruk
4479,Aff1,old_10X_cruk
4480,Klhl8,old_10X_cruk
4481,Hsd17b13,old_10X_cruk
4482,Hsd17b11,old_10X_cruk
4483,Nudt9,old_10X_cruk
4484,Sparcl1,old_10X_cruk
4485,Spp1,old_10X_cruk
4486,Pkd2,old_10X_cruk
4487,BC005561,old_10X_cruk
4488,D930016D06Rik,old_10X_cruk
4489,Zfp951,old_10X_cruk
4490,Abcg3,old_10X_cruk
4491,Gbp8,old_10X_cruk
4492,Gbp9,old_10X_cruk
4493,Gbp4,old_10X_cruk
4494,Gbp10,old_10X_cruk
4495,Gbp6,old_10X_cruk
4496,Lrrc8b,old_10X_cruk
4497,Lrrc8c,old_10X_cruk
4498,Lrrc8d,old_10X_cruk
4499,Zfp326,old_10X_cruk
4500,4930458A03Rik,old_10X_cruk
4501,Gm28050,old_10X_cruk
4502,Zfp644,old_10X_cruk
4503,Cdc7,old_10X_cruk
4504,Tgfbr3,old_10X_cruk
4505,Brdt,old_10X_cruk
4506,Ephx4,old_10X_cruk
4507,Btbd8,old_10X_cruk
4508,Glmn,old_10X_cruk
4509,Rpap2,old_10X_cruk
4510,Gfi1,old_10X_cruk
4511,Evi5,old_10X_cruk
4512,Ube2d2b,old_10X_cruk
4513,Rpl5,old_10X_cruk
4514,Dipk1a,old_10X_cruk
4515,Mtf2,old_10X_cruk
4516,Tmed5,old_10X_cruk
4517,Ccdc18,old_10X_cruk
4518,Dr1,old_10X_cruk
4519,Pigg,old_10X_cruk
4520,Atp5k,old_10X_cruk
4521,Mfsd7a,old_10X_cruk
4522,Pcgf3,old_10X_cruk
4523,Gak,old_10X_cruk
4524,Tmem175,old_10X_cruk
4525,Dgkq,old_10X_cruk
4526,Idua,old_10X_cruk
4527,Slc26a1,old_10X_cruk
4528,Fgfrl1,old_10X_cruk
4529,Vmn2r16,old_10X_cruk
4530,Vmn2r17,old_10X_cruk
4531,Crlf2,old_10X_cruk
4532,5430403G16Rik,old_10X_cruk
4533,4930522L14Rik,old_10X_cruk
4534,A430073D23Rik,old_10X_cruk
4535,Gm15446,old_10X_cruk
4536,1010001B22Rik,old_10X_cruk
4537,Zfp932,old_10X_cruk
4538,Gm17655,old_10X_cruk
4539,Gm35315,old_10X_cruk
4540,Plcxd1,old_10X_cruk
4541,Gtpbp6,old_10X_cruk
4542,Zfp605,old_10X_cruk
4543,Chfr,old_10X_cruk
4544,Gm15787,old_10X_cruk
4545,Golga3,old_10X_cruk
4546,Gm43138,old_10X_cruk
4547,Gm43137,old_10X_cruk
4548,Ankle2,old_10X_cruk
4549,Pgam5,old_10X_cruk
4550,Gm15788,old_10X_cruk
4551,Pxmp2,old_10X_cruk
4552,Pole,old_10X_cruk
4553,Fbrsl1,old_10X_cruk
4554,Gm42596,old_10X_cruk
4555,A630023P12Rik,old_10X_cruk
4556,Noc4l,old_10X_cruk
4557,Ddx51,old_10X_cruk
4558,Gm42595,old_10X_cruk
4559,Ep400,old_10X_cruk
4560,Pus1,old_10X_cruk
4561,Ulk1,old_10X_cruk
4562,Hscb,old_10X_cruk
4563,Chek2,old_10X_cruk
4564,Ttc28,old_10X_cruk
4565,Pitpnb,old_10X_cruk
4566,Mn1,old_10X_cruk
4567,Miat,old_10X_cruk
4568,Cryba4,old_10X_cruk
4569,Tpst2,old_10X_cruk
4570,Tfip11,old_10X_cruk
4571,Srrd,old_10X_cruk
4572,Hps4,old_10X_cruk
4573,Asphd2,old_10X_cruk
4574,Myo18b,old_10X_cruk
4575,Grk3,old_10X_cruk
4576,Crybb3,old_10X_cruk
4577,2900026A02Rik,old_10X_cruk
4578,Sgsm1,old_10X_cruk
4579,Wscd2,old_10X_cruk
4580,Cmklr1,old_10X_cruk
4581,Ficd,old_10X_cruk
4582,Sart3,old_10X_cruk
4583,Iscu,old_10X_cruk
4584,Selplg,old_10X_cruk
4585,Coro1c,old_10X_cruk
4586,Ssh1,old_10X_cruk
4587,Dao,old_10X_cruk
4588,Usp30,old_10X_cruk
4589,Alkbh2,old_10X_cruk
4590,Ung,old_10X_cruk
4591,Acacb,old_10X_cruk
4592,Kctd10,old_10X_cruk
4593,Ube3b,old_10X_cruk
4594,Mmab,old_10X_cruk
4595,Mvk,old_10X_cruk
4596,Fam222a,old_10X_cruk
4597,Trpv4,old_10X_cruk
4598,Gltp,old_10X_cruk
4599,Tchp,old_10X_cruk
4600,Git2,old_10X_cruk
4601,4930515G01Rik,old_10X_cruk
4602,Ankrd13a,old_10X_cruk
4603,1500011B03Rik,old_10X_cruk
4604,Oasl2,old_10X_cruk
4605,Gm13822,old_10X_cruk
4606,Oasl1,old_10X_cruk
4607,2210016L21Rik,old_10X_cruk
4608,Hnf1a,old_10X_cruk
4609,Hnf1aos1,old_10X_cruk
4610,Sppl3,old_10X_cruk
4611,Acads,old_10X_cruk
4612,Unc119b,old_10X_cruk
4613,Mlec,old_10X_cruk
4614,Pop5,old_10X_cruk
4615,Rnf10,old_10X_cruk
4616,Coq5,old_10X_cruk
4617,Dynll1,old_10X_cruk
4618,Srsf9,old_10X_cruk
4619,Gatc,old_10X_cruk
4620,Triap1,old_10X_cruk
4621,Cox6a1,old_10X_cruk
4622,Msi1,old_10X_cruk
4623,Pla2g1b,old_10X_cruk
4624,Sirt4,old_10X_cruk
4625,Pxn,old_10X_cruk
4626,Gm13840,old_10X_cruk
4627,Rplp0,old_10X_cruk
4628,Gcn1,old_10X_cruk
4629,1110006O24Rik,old_10X_cruk
4630,Rab35,old_10X_cruk
4631,Bicdl1,old_10X_cruk
4632,Cit,old_10X_cruk
4633,Gm14508,old_10X_cruk
4634,Prkab1,old_10X_cruk
4635,C330018A13Rik,old_10X_cruk
4636,Hspb8,old_10X_cruk
4637,Srrm4os,old_10X_cruk
4638,Srrm4,old_10X_cruk
4639,Suds3,old_10X_cruk
4640,9530046B11Rik,old_10X_cruk
4641,Taok3,old_10X_cruk
4642,Pebp1,old_10X_cruk
4643,BC051077,old_10X_cruk
4644,Vsig10,old_10X_cruk
4645,Wsb2,old_10X_cruk
4646,Rfc5,old_10X_cruk
4647,Ksr2,old_10X_cruk
4648,Nos1,old_10X_cruk
4649,Fbxo21,old_10X_cruk
4650,Fbxw8,old_10X_cruk
4651,Gm9754,old_10X_cruk
4652,2410131K14Rik,old_10X_cruk
4653,Med13l,old_10X_cruk
4654,Tbx3os1,old_10X_cruk
4655,Gm16063,old_10X_cruk
4656,Tbx3,old_10X_cruk
4657,Rbm19,old_10X_cruk
4658,Gm10390,old_10X_cruk
4659,Lhx5,old_10X_cruk
4660,Sdsl,old_10X_cruk
4661,Sds,old_10X_cruk
4662,Gm15690,old_10X_cruk
4663,Plbd2,old_10X_cruk
4664,Slc8b1,old_10X_cruk
4665,Tpcn1,old_10X_cruk
4666,Iqcd,old_10X_cruk
4667,Rita1,old_10X_cruk
4668,Ddx54,old_10X_cruk
4669,Gm43579,old_10X_cruk
4670,Rasal1,old_10X_cruk
4671,Dtx1,old_10X_cruk
4672,Oas2,old_10X_cruk
4673,Oas3,old_10X_cruk
4674,Oas1c,old_10X_cruk
4675,Oas1g,old_10X_cruk
4676,Oas1a,old_10X_cruk
4677,Ptpn11,old_10X_cruk
4678,Rpl6,old_10X_cruk
4679,Hectd4,old_10X_cruk
4680,Trafd1,old_10X_cruk
4681,Gm42918,old_10X_cruk
4682,Naa25,old_10X_cruk
4683,Erp29,old_10X_cruk
4684,Adam1a,old_10X_cruk
4685,Mapkapk5,old_10X_cruk
4686,Aldh2,old_10X_cruk
4687,Acad12,old_10X_cruk
4688,Acad10,old_10X_cruk
4689,Brap,old_10X_cruk
4690,Atxn2,old_10X_cruk
4691,Sh2b3,old_10X_cruk
4692,1700008B11Rik,old_10X_cruk
4693,Pheta1,old_10X_cruk
4694,Cux2,old_10X_cruk
4695,Ccdc63,old_10X_cruk
4696,Ppp1cc,old_10X_cruk
4697,Hvcn1,old_10X_cruk
4698,Tctn1,old_10X_cruk
4699,Pptc7,old_10X_cruk
4700,Rad9b,old_10X_cruk
4701,Vps29,old_10X_cruk
4702,Fam216a,old_10X_cruk
4703,Gpn3,old_10X_cruk
4704,Arpc3,old_10X_cruk
4705,Gm42829,old_10X_cruk
4706,Anapc7,old_10X_cruk
4707,Atp2a2,old_10X_cruk
4708,Ift81,old_10X_cruk
4709,P2rx7,old_10X_cruk
4710,P2rx4,old_10X_cruk
4711,Camkk2,old_10X_cruk
4712,Anapc5,old_10X_cruk
4713,Rnf34,old_10X_cruk
4714,Kdm2b,old_10X_cruk
4715,A930024E05Rik,old_10X_cruk
4716,Orai1,old_10X_cruk
4717,Morn3,old_10X_cruk
4718,Tmem120b,old_10X_cruk
4719,AI480526,old_10X_cruk
4720,Gm38102,old_10X_cruk
4721,4932422M17Rik,old_10X_cruk
4722,Setd1b,old_10X_cruk
4723,Psmd9,old_10X_cruk
4724,Hpd,old_10X_cruk
4725,Gm43409,old_10X_cruk
4726,Wdr66,old_10X_cruk
4727,Bcl7a,old_10X_cruk
4728,5830487J09Rik,old_10X_cruk
4729,Mlxip,old_10X_cruk
4730,Gm43813,old_10X_cruk
4731,Lrrc43,old_10X_cruk
4732,Diablo,old_10X_cruk
4733,Vps33a,old_10X_cruk
4734,Clip1,old_10X_cruk
4735,Zcchc8,old_10X_cruk
4736,Rsrc2,old_10X_cruk
4737,Denr,old_10X_cruk
4738,Ccdc62,old_10X_cruk
4739,Hip1r,old_10X_cruk
4740,Vps37b,old_10X_cruk
4741,Abcb9,old_10X_cruk
4742,Gm16001,old_10X_cruk
4743,Ogfod2,old_10X_cruk
4744,Arl6ip4,old_10X_cruk
4745,Pitpnm2,old_10X_cruk
4746,Pitpnm2os2,old_10X_cruk
4747,Pitpnm2os1,old_10X_cruk
4748,Mphosph9,old_10X_cruk
4749,2810006K23Rik,old_10X_cruk
4750,Cdk2ap1,old_10X_cruk
4751,Sbno1,old_10X_cruk
4752,Kmt5a,old_10X_cruk
4753,Rilpl2,old_10X_cruk
4754,Snrnp35,old_10X_cruk
4755,Rilpl1,old_10X_cruk
4756,Tmed2,old_10X_cruk
4757,Ddx55,old_10X_cruk
4758,Eif2b1,old_10X_cruk
4759,Gtf2h3,old_10X_cruk
4760,Tctn2,old_10X_cruk
4761,Atp6v0a2,old_10X_cruk
4762,Dnah10,old_10X_cruk
4763,Ccdc92,old_10X_cruk
4764,Zfp664,old_10X_cruk
4765,Rflna,old_10X_cruk
4766,Ncor2,old_10X_cruk
4767,Scarb1,old_10X_cruk
4768,Ubc,old_10X_cruk
4769,Dhx37,old_10X_cruk
4770,Bri3bp,old_10X_cruk
4771,Aacs,old_10X_cruk
4772,Slc15a4,old_10X_cruk
4773,Glt1d1,old_10X_cruk
4774,Piwil1,old_10X_cruk
4775,Stx2,old_10X_cruk
4776,Ran,old_10X_cruk
4777,Adgrd1,old_10X_cruk
4778,Sfswap,old_10X_cruk
4779,Zfp11,old_10X_cruk
4780,Mrps17,old_10X_cruk
4781,Nipsnap2,old_10X_cruk
4782,Gm15903,old_10X_cruk
4783,Psph,old_10X_cruk
4784,Cct6a,old_10X_cruk
4785,Sumf2,old_10X_cruk
4786,Phkg1,old_10X_cruk
4787,Chchd2,old_10X_cruk
4788,Zbed5,old_10X_cruk
4789,Nupr1l,old_10X_cruk
4790,Vkorc1l1,old_10X_cruk
4791,Gusb,old_10X_cruk
4792,Asl,old_10X_cruk
4793,Crcp,old_10X_cruk
4794,Tpst1,old_10X_cruk
4795,Kctd7,old_10X_cruk
4796,Rabgef1,old_10X_cruk
4797,Tmem248,old_10X_cruk
4798,Gm6598,old_10X_cruk
4799,Sbds,old_10X_cruk
4800,Tyw1,old_10X_cruk
4801,Caln1,old_10X_cruk
4802,Galnt17,old_10X_cruk
4803,Auts2,old_10X_cruk
4804,Castor2,old_10X_cruk
4805,Rcc1l,old_10X_cruk
4806,Gtf2ird2,old_10X_cruk
4807,Ncf1,old_10X_cruk
4808,Gtf2i,old_10X_cruk
4809,Gm43480,old_10X_cruk
4810,Gtf2ird1,old_10X_cruk
4811,Clip2,old_10X_cruk
4812,Rfc2,old_10X_cruk
4813,Lat2,old_10X_cruk
4814,Eif4h,old_10X_cruk
4815,Limk1,old_10X_cruk
4816,Gm10369,old_10X_cruk
4817,Eln,old_10X_cruk
4818,Mettl27,old_10X_cruk
4819,Cldn4,old_10X_cruk
4820,Cldn3,old_10X_cruk
4821,Wbscr25,old_10X_cruk
4822,Abhd11,old_10X_cruk
4823,Stx1a,old_10X_cruk
4824,Bud23,old_10X_cruk
4825,Dnajc30,old_10X_cruk
4826,Vps37d,old_10X_cruk
4827,Mlxipl,old_10X_cruk
4828,Tbl2,old_10X_cruk
4829,Bcl7b,old_10X_cruk
4830,Baz1b,old_10X_cruk
4831,Fkbp6,old_10X_cruk
4832,Nsun5,old_10X_cruk
4833,Pom121,old_10X_cruk
4834,Hip1,old_10X_cruk
4835,Ccl24,old_10X_cruk
4836,Rhbdd2,old_10X_cruk
4837,Por,old_10X_cruk
4838,Tmem120a,old_10X_cruk
4839,Mdh2,old_10X_cruk
4840,Srrm3,old_10X_cruk
4841,Hspb1,old_10X_cruk
4842,Ywhag,old_10X_cruk
4843,Ssc4d,old_10X_cruk
4844,Dtx2,old_10X_cruk
4845,Upk3b,old_10X_cruk
4846,Rasa4,old_10X_cruk
4847,Polr2j,old_10X_cruk
4848,Lrwd1,old_10X_cruk
4849,Alkbh4,old_10X_cruk
4850,Orai2,old_10X_cruk
4851,Prkrip1,old_10X_cruk
4852,Sh2b2,old_10X_cruk
4853,Cux1,old_10X_cruk
4854,Myl10,old_10X_cruk
4855,Col26a1,old_10X_cruk
4856,Ift22,old_10X_cruk
4857,4933404O12Rik,old_10X_cruk
4858,Fis1,old_10X_cruk
4859,Cldn15,old_10X_cruk
4860,Znhit1,old_10X_cruk
4861,Plod3,old_10X_cruk
4862,Ap1s1,old_10X_cruk
4863,Serpine1,old_10X_cruk
4864,Trim56,old_10X_cruk
4865,Gm40348,old_10X_cruk
4866,Ache,old_10X_cruk
4867,Ufsp1,old_10X_cruk
4868,Srrt,old_10X_cruk
4869,Trip6,old_10X_cruk
4870,Slc12a9,old_10X_cruk
4871,Ephb4,old_10X_cruk
4872,Zan,old_10X_cruk
4873,Pop7,old_10X_cruk
4874,9130604C24Rik,old_10X_cruk
4875,Gigyf1,old_10X_cruk
4876,Gnb2,old_10X_cruk
4877,Tfr2,old_10X_cruk
4878,Mospd3,old_10X_cruk
4879,Pcolce,old_10X_cruk
4880,Fbxo24,old_10X_cruk
4881,Gm36266,old_10X_cruk
4882,Lrch4,old_10X_cruk
4883,Sap25,old_10X_cruk
4884,Agfg2,old_10X_cruk
4885,Nyap1,old_10X_cruk
4886,Tsc22d4,old_10X_cruk
4887,Ppp1r35,old_10X_cruk
4888,Mepce,old_10X_cruk
4889,Zcwpw1,old_10X_cruk
4890,Pilra,old_10X_cruk
4891,Pilrb1,old_10X_cruk
4892,Pilrb2,old_10X_cruk
4893,Cyp3a13,old_10X_cruk
4894,Gjc3,old_10X_cruk
4895,Azgp1,old_10X_cruk
4896,Zkscan1,old_10X_cruk
4897,Zscan21,old_10X_cruk
4898,Zfp113,old_10X_cruk
4899,Cops6,old_10X_cruk
4900,Mcm7,old_10X_cruk
4901,Ap4m1,old_10X_cruk
4902,Taf6,old_10X_cruk
4903,Cnpy4,old_10X_cruk
4904,Mblac1,old_10X_cruk
4905,Lamtor4,old_10X_cruk
4906,Map11,old_10X_cruk
4907,6330418K02Rik,old_10X_cruk
4908,Gpc2,old_10X_cruk
4909,Stag3,old_10X_cruk
4910,Zfp157,old_10X_cruk
4911,Zfp68,old_10X_cruk
4912,A430033K04Rik,old_10X_cruk
4913,Fam20c,old_10X_cruk
4914,Pdgfa,old_10X_cruk
4915,6330403L08Rik,old_10X_cruk
4916,Prkar1b,old_10X_cruk
4917,Gm15672,old_10X_cruk
4918,Dnaaf5,old_10X_cruk
4919,Sun1,old_10X_cruk
4920,Get4,old_10X_cruk
4921,Adap1,old_10X_cruk
4922,Cox19,old_10X_cruk
4923,3110082I17Rik,old_10X_cruk
4924,Gpr146,old_10X_cruk
4925,C130050O18Rik,old_10X_cruk
4926,Gper1,old_10X_cruk
4927,Zfand2a,old_10X_cruk
4928,Uncx,old_10X_cruk
4929,Micall2,old_10X_cruk
4930,Ints1,old_10X_cruk
4931,Mafk,old_10X_cruk
4932,Tmem184a,old_10X_cruk
4933,Psmg3,old_10X_cruk
4934,Mad1l1,old_10X_cruk
4935,Gm16120,old_10X_cruk
4936,Nudt1,old_10X_cruk
4937,Mrm2,old_10X_cruk
4938,Snx8,old_10X_cruk
4939,Eif3b,old_10X_cruk
4940,Chst12,old_10X_cruk
4941,Lfng,old_10X_cruk
4942,Ttyh3,old_10X_cruk
4943,Iqce,old_10X_cruk
4944,Brat1,old_10X_cruk
4945,Amz1,old_10X_cruk
4946,Gna12,old_10X_cruk
4947,Card11,old_10X_cruk
4948,Foxk1,old_10X_cruk
4949,Ap5z1,old_10X_cruk
4950,Mmd2,old_10X_cruk
4951,Wipi2,old_10X_cruk
4952,Tnrc18,old_10X_cruk
